Year,Month,Quarter,Period,Country,Sector,Deal Type, Value 
2014,12,Q4,2014Q4,China,Solar,Asset finance investments, 6.88 
2016,3,Q1,2016Q1,China,Solar,Asset finance investments, 3.21 
2015,3,Q1,2015Q1,China,Solar,Asset finance investments, 3.52 
2017,11,Q4,2017Q4,China,Solar,Asset finance investments, 3.36 
2015,10,Q4,2015Q4,China,Solar,Asset finance investments, 7.55 
2016,10,Q4,2016Q4,China,Solar,Asset finance investments, 7.26 
2017,12,Q4,2017Q4,China,Solar,Asset finance investments, 2.03 
2015,5,Q2,2015Q2,China,Clean Energy (Other),Asset finance investments, 0.41 
2012,7,Q3,2012Q3,China,Clean Energy (Other),Asset finance investments, 0.69 
2016,1,Q1,2016Q1,China,Solar,Asset finance investments, 1.57 
2017,4,Q2,2017Q2,China,Solar,Asset finance investments, 3.14 
2007,7,Q3,2007Q3,China,Biomass & Waste,Asset finance investments, 55.40 
2007,9,Q3,2007Q3,China,Biomass & Waste,Asset finance investments, 168.22 
2015,4,Q2,2015Q2,China,Solar,Asset finance investments, 20.64 
2007,3,Q1,2007Q1,China,Small Hydro,Asset finance investments, 5.99 
2012,3,Q1,2012Q1,China,Solar,Asset finance investments, 24.48 
2012,7,Q3,2012Q3,China,Solar,Asset finance investments, 20.84 
2010,5,Q2,2010Q2,China,Wind,FALSE, 122.60 
2011,4,Q2,2011Q2,China,Biomass & Waste,Asset finance investments, 30.51 
2016,2,Q1,2016Q1,China,Solar,Asset finance investments, 24.20 
2016,2,Q1,2016Q1,China,Solar,Asset finance investments, 8.17 
2016,6,Q2,2016Q2,China,Wind,Asset finance investments, 60.29 
2015,8,Q3,2015Q3,China,Solar,Asset finance investments, 32.00 
2013,12,Q4,2013Q4,China,Solar,Asset finance investments, 16.00 
2013,10,Q4,2013Q4,China,Solar,Asset finance investments, 73.63 
2015,3,Q1,2015Q1,China,Solar,Asset finance investments, 32.23 
2014,9,Q3,2014Q3,China,Solar,Asset finance investments, 65.13 
2012,2,Q1,2012Q1,China,Solar,Asset finance investments, 25.40 
2009,5,Q2,2009Q2,China,Small Hydro,Asset finance investments, 7.60 
2004,11,Q4,< 2006,China,Small Hydro,Asset finance investments, 27.00 
2013,9,Q3,2013Q3,China,Solar,Asset finance investments, 41.17 
2014,5,Q2,2014Q2,China,Solar,Asset finance investments, 1.35 
2013,4,Q2,2013Q2,China,Solar,Asset finance investments, 40.27 
2017,10,Q4,2017Q4,China,Solar,Asset finance investments, 62.11 
2011,11,Q4,2011Q4,China,Solar,Asset finance investments, 23.48 
2014,6,Q2,2014Q2,China,Solar,Asset finance investments, 160.45 
2017,1,Q1,2017Q1,China,Solar,Asset finance investments, 25.85 
2017,1,Q1,2017Q1,China,Solar,Asset finance investments, 25.85 
2014,6,Q2,2014Q2,China,Solar,Asset finance investments, 32.00 
2014,9,Q3,2014Q3,China,Solar,Asset finance investments, 32.00 
2016,5,Q2,2016Q2,China,Solar,Asset finance investments, 30.62 
2017,1,Q1,2017Q1,China,Solar,Asset finance investments, 25.85 
2016,3,Q1,2016Q1,China,Solar,Asset finance investments, 30.92 
2017,1,Q1,2017Q1,China,Solar,Asset finance investments, 15.51 
2014,8,Q3,2014Q3,China,Solar,Asset finance investments, 10.09 
2017,1,Q1,2017Q1,China,Solar,Asset finance investments, 64.62 
2017,3,Q1,2017Q1,China,Solar,Asset finance investments, 13.80 
2015,3,Q1,2015Q1,China,Solar,Asset finance investments, 31.90 
2016,2,Q1,2016Q1,China,Solar,Asset finance investments, 36.30 
2012,2,Q1,2012Q1,China,Solar,Asset finance investments, 6.60 
2012,10,Q4,2012Q4,China,Solar,Asset finance investments, 158.64 
2014,8,Q3,2014Q3,China,Solar,Asset finance investments, 80.00 
2012,9,Q3,2012Q3,China,Solar,Asset finance investments, 55.37 
2012,6,Q2,2012Q2,China,Solar,Asset finance investments, 13.07 
2010,4,Q2,2010Q2,China,Biofuels,Asset finance investments, 197.79 
2013,9,Q3,2013Q3,China,Solar,Asset finance investments, 2.56 
2013,11,Q4,2013Q4,China,Solar,Asset finance investments, 10.91 
2015,1,Q1,2015Q1,China,Solar,Asset finance investments, 40.27 
2015,6,Q2,2015Q2,China,Solar,Asset finance investments, 46.71 
2016,4,Q2,2016Q2,China,Solar,Asset finance investments, 51.79 
2014,8,Q3,2014Q3,China,Solar,Asset finance investments, 48.00 
2014,8,Q3,2014Q3,China,Solar,Asset finance investments, 48.00 
2013,11,Q4,2013Q4,China,Solar,Asset finance investments, 1.82 
2012,12,Q4,2012Q4,China,Solar,Asset finance investments, 10.57 
2013,1,Q1,2013Q1,China,Solar,Asset finance investments, 5.58 
2010,9,Q3,2010Q3,China,Solar,Asset finance investments, 21.06 
2012,12,Q4,2012Q4,China,Solar,Asset finance investments, 64.50 
2012,12,Q4,2012Q4,China,Solar,Asset finance investments, 39.38 
2012,12,Q4,2012Q4,China,Solar,Asset finance investments, 10.28 
2014,4,Q2,2014Q2,China,Solar,Asset finance investments, 71.91 
2015,9,Q3,2015Q3,China,Solar,Asset finance investments, 16.00 
2017,7,Q3,2017Q3,China,Solar,Asset finance investments, 24.35 
1900,0,0,< 2006,China,Biofuels,FALSE,-21.45 
1900,0,0,< 2006,China,Biofuels,FALSE,-73.65 
1900,0,0,< 2006,China,Solar,FALSE,-4.01 
1900,0,0,< 2006,China,Geothermal,FALSE,-0.48 
1900,0,0,< 2006,China,Solar,FALSE,-8.08 
1900,0,0,< 2006,China,Wind,FALSE,-325.09 
1900,0,0,< 2006,China,Biofuels,FALSE,-0.05 
1900,0,0,< 2006,China,Wind,FALSE,-50.08 
1900,0,0,< 2006,China,Biomass & Waste,FALSE,-0.40 
1900,0,0,< 2006,China,Solar,FALSE,-60.59 
1900,0,0,< 2006,China,Wind,FALSE,-77.13 
1900,0,0,< 2006,China,Solar,FALSE,-8.70 
1900,0,0,< 2006,China,Wind,FALSE,-28.41 
1900,0,0,< 2006,China,Solar,FALSE,-119.65 
1900,0,0,< 2006,China,Wind,FALSE,-16.13 
1900,0,0,< 2006,China,Solar,FALSE,-83.00 
1900,0,0,< 2006,China,Wind,FALSE,-74.93 
1900,0,0,< 2006,China,Solar,FALSE,-158.75 
1900,0,0,< 2006,China,Wind,FALSE,-51.68 
1900,0,0,< 2006,China,Solar,FALSE,-175.39 
1900,0,0,< 2006,China,Biomass & Waste,FALSE,-27.06 
1900,0,0,< 2006,China,Biomass & Waste,FALSE,-19.75 
1900,0,0,< 2006,China,Wind,FALSE,-55.35 
1900,0,0,< 2006,China,Solar,FALSE,-17.87 
1900,0,0,< 2006,China,Biomass & Waste,FALSE,-30.86 
1900,0,0,< 2006,China,Small Hydro,FALSE,-1.15 
1900,0,0,< 2006,China,Wind,FALSE,-292.23 
1900,0,0,< 2006,China,Solar,FALSE,-26.22 
1900,0,0,< 2006,China,Wind,FALSE,-149.85 
1900,0,0,< 2006,China,Biomass & Waste,FALSE,-0.40 
1900,0,0,< 2006,China,Solar,FALSE,-132.16 
1900,0,0,< 2006,China,Wind,FALSE,-33.16 
1900,0,0,< 2006,China,Biomass & Waste,FALSE,-36.81 
1900,0,0,< 2006,China,Solar,FALSE,-29.50 
1900,0,0,< 2006,China,Wind,FALSE,-54.40 
1900,0,0,< 2006,China,Biomass & Waste,FALSE,-34.09 
1900,0,0,< 2006,China,Solar,FALSE,-114.68 
1900,0,0,< 2006,China,Wind,FALSE,-45.89 
1900,0,0,< 2006,China,Biomass & Waste,FALSE,-7.82 
1900,0,0,< 2006,China,Solar,FALSE,-272.95 
1900,0,0,< 2006,China,Wind,FALSE,-65.59 
1900,0,0,< 2006,China,Solar,FALSE,-162.15 
1900,0,0,< 2006,China,Wind,FALSE,-169.32 
1900,0,0,< 2006,China,Solar,FALSE,-101.47 
1900,0,0,< 2006,China,Biofuels,FALSE,-12.76 
1900,0,0,< 2006,China,Biomass & Waste,FALSE,-56.56 
1900,0,0,< 2006,China,Wind,FALSE,-58.19 
1900,0,0,< 2006,China,Solar,FALSE,-19.67 
1900,0,0,< 2006,China,Small Hydro,FALSE,-5.69 
1900,0,0,< 2006,China,Solar,FALSE,-39.78 
1900,0,0,< 2006,China,Wind,FALSE,-151.51 
1900,0,0,< 2006,China,Solar,FALSE,-57.31 
1900,0,0,< 2006,China,Wind,FALSE,-86.47 
1900,0,0,< 2006,China,Solar,FALSE,-117.03 
1900,0,0,< 2006,China,Wind,FALSE,-333.65 
1900,0,0,< 2006,China,Biomass & Waste,FALSE,-22.75 
1900,0,0,< 2006,China,Solar,FALSE,-19.72 
1900,0,0,< 2006,China,Wind,FALSE,-31.96 
1900,0,0,< 2006,China,Biomass & Waste,FALSE,-19.70 
1900,0,0,< 2006,China,Solar,FALSE,-157.33 
1900,0,0,< 2006,China,Wind,FALSE,-42.13 
1900,0,0,< 2006,China,Solar,FALSE,-221.50 
1900,0,0,< 2006,China,Wind,FALSE,-21.56 
1900,0,0,< 2006,China,Wind,FALSE,-51.22 
1900,0,0,< 2006,China,Solar,FALSE,-205.17 
1900,0,0,< 2006,China,Biomass & Waste,FALSE,-9.23 
1900,0,0,< 2006,China,Biomass & Waste,FALSE,-47.71 
1900,0,0,< 2006,China,Biomass & Waste,FALSE,-16.55 
1900,0,0,< 2006,China,Solar,FALSE,-30.63 
1900,0,0,< 2006,China,Wind,FALSE,-80.02 
1900,0,0,< 2006,China,Solar,FALSE,-37.54 
1900,0,0,< 2006,China,Wind,FALSE,-136.95 
1900,0,0,< 2006,China,Solar,FALSE,-429.94 
1900,0,0,< 2006,China,Wind,FALSE,-183.36 
1900,0,0,< 2006,China,Biomass & Waste,FALSE,-22.61 
1900,0,0,< 2006,China,Solar,FALSE,-128.45 
1900,0,0,< 2006,China,Wind,FALSE,-65.42 
1900,0,0,< 2006,China,Solar,FALSE,-56.61 
1900,0,0,< 2006,China,Wind,FALSE,-102.26 
1900,0,0,< 2006,China,Solar,FALSE,-382.22 
1900,0,0,< 2006,China,Wind,FALSE,-6.49 
1900,0,0,< 2006,China,Solar,FALSE,-20.09 
1900,0,0,< 2006,China,Solar,FALSE,-96.00 
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
2006,5,Q2,2006Q2,China,Clean Energy (Other),Corporate finance investments, 3.02 
2015,8,Q3,2015Q3,China,Solar,Asset finance investments, 32.64 
2016,4,Q2,2016Q2,China,Solar,Asset finance investments, 24.68 
2016,4,Q2,2016Q2,China,Solar,Asset finance investments, 24.68 
2017,7,Q3,2017Q3,China,Solar,Asset finance investments, 25.03 
2015,12,Q4,2015Q4,China,Solar,Asset finance investments, 48.96 
2015,8,Q3,2015Q3,China,Solar,Asset finance investments, 32.64 
2013,8,Q3,2013Q3,China,Solar,Asset finance investments, 16.32 
2013,8,Q3,2013Q3,China,Solar,Asset finance investments, 38.25 
2013,8,Q3,2013Q3,China,Solar,Asset finance investments, 53.45 
2014,8,Q3,2014Q3,China,Wind,Asset finance investments, 48.37 
2010,12,Q4,2010Q4,China,Biomass & waste,Corporate finance investments, 74.68 
2008,12,Q4,2008Q4,China,Small hydro,Corporate finance investments, 9.89 
2009,2,Q1,2009Q1,China,Solar,Corporate finance investments, 8.61 
2012,8,Q3,2012Q3,China,Wind,Asset finance investments, 17.87 
2012,8,Q3,2012Q3,China,Wind,Corporate finance investments, 17.92 
2009,12,Q4,2009Q4,China,Wind,Corporate finance investments, 2.34 
2015,6,Q2,2015Q2,China,Solar,Corporate finance investments, 63.44 
2017,12,Q4,2017Q4,China,Solar,Asset finance investments, 128.61 
2018,1,Q1,2018Q1,China,Solar,Asset finance investments, 48.49 
2015,3,Q1,2015Q1,China,Solar,Asset finance investments, 56.10 
2013,9,Q3,2013Q3,China,Biomass & waste,Corporate finance investments, 206.35 
2016,12,Q4,2016Q4,China,Wind,Asset finance investments, 75.89 
2016,12,Q4,2016Q4,China,Wind,Asset finance investments, 75.89 
2017,12,Q4,2017Q4,China,Solar,Asset finance investments, 128.61 
2017,11,Q4,2017Q4,China,Solar,Asset finance investments, 128.61 
2016,9,Q3,2016Q3,China,Solar,Asset finance investments, 73.05 
2016,12,Q4,2016Q4,China,Solar,Asset finance investments, 74.05 
2006,6,Q2,2006Q2,China,Clean Energy (Other),Corporate finance investments, 0.54 
2015,9,Q3,2015Q3,China,Solar,Asset finance investments, 81.60 
2017,3,Q1,2017Q1,China,Solar,Asset finance investments, 26.38 
2017,6,Q2,2017Q2,China,Solar,Asset finance investments, 2.13 
2017,11,Q4,2017Q4,China,Solar,Asset finance investments, 11.58 
2009,9,Q3,2009Q3,China,Wind,Asset finance investments, 17.08 
2011,4,Q2,2011Q2,China,Wind,Corporate finance investments, 0.20 
2011,12,Q4,2011Q4,China,Wind,Corporate finance investments, 13.77 
2010,11,Q4,2010Q4,China,Wind,Corporate finance investments, 18.39 
2016,4,Q2,2016Q2,China,Solar,Asset finance investments, 24.68 
2016,4,Q2,2016Q2,China,Solar,Asset finance investments, 24.44 
2016,4,Q2,2016Q2,China,Solar,Asset finance investments, 25.92 
2016,4,Q2,2016Q2,China,Solar,Asset finance investments, 37.03 
2016,7,Q3,2016Q3,China,Solar,Asset finance investments, 20.88 
2016,10,Q4,2016Q4,China,Biomass & waste,Corporate finance investments, 51.75 
2016,10,Q4,2016Q4,China,Biomass & waste,Corporate finance investments, 51.75 
2016,8,Q3,2016Q3,China,Wind,Asset finance investments, 72.54 
2015,2,Q1,2015Q1,China,Wind,Asset finance investments, 2.60 
2014,10,Q4,2014Q4,China,Wind,Asset finance investments, 7.34 
2014,11,Q4,2014Q4,China,Wind,Asset finance investments, 3.94 
2014,8,Q3,2014Q3,China,Solar,Asset finance investments, 163.20 
2010,3,Q1,2010Q1,China,Clean Energy (Other),Corporate finance investments, 5.70 
2015,2,Q1,2015Q1,China,Clean Energy (Other),Corporate finance investments, 214.10 
2010,10,Q4,2010Q4,China,Wind,Asset finance investments, 8.63 
2014,7,Q3,2014Q3,China,Solar,Asset finance investments, 489.60 
2017,9,Q3,2017Q3,China,Solar,Asset finance investments, 19.18 
2017,9,Q3,2017Q3,China,Solar,Asset finance investments, 64.31 
2017,9,Q3,2017Q3,China,Solar,Asset finance investments, 64.31 
2016,12,Q4,2016Q4,China,Solar,Asset finance investments, 12.34 
2016,12,Q4,2016Q4,China,Solar,Asset finance investments, 19.75 
2016,6,Q2,2016Q2,China,Solar,Asset finance investments, 33.32 
2015,5,Q2,2015Q2,China,Biomass & Waste,Asset finance investments, 12.06 
2016,12,Q4,2016Q4,China,Solar,Asset finance investments, 27.53 
2015,12,Q4,2015Q4,China,Solar,Corporate finance investments," 2,625.48 "
2010,3,Q1,2010Q1,China,Solar,Corporate finance investments, 24.98 
2010,3,Q1,2010Q1,China,Solar,Corporate finance investments, 27.89 
2016,4,Q2,2016Q2,China,Solar,Asset finance investments, 14.14 
2017,9,Q3,2017Q3,China,Solar,Corporate finance investments, 4.36 
2016,1,Q1,2016Q1,China,Solar,Asset finance investments, 24.68 
2012,11,Q4,2012Q4,China,Clean Energy (Other),Corporate finance investments, 8.14 
2016,12,Q4,2016Q4,China,Solar,Asset finance investments, 29.37 
2016,5,Q2,2016Q2,China,Solar,Asset finance investments, 61.71 
2016,5,Q2,2016Q2,China,Solar,Asset finance investments, 5.10 
2016,5,Q2,2016Q2,China,Solar,Asset finance investments, 5.10 
2016,12,Q4,2016Q4,China,Solar,Corporate finance investments, 29.38 
2013,6,Q2,2013Q2,China,Biomass & Waste,Asset finance investments, 68.30 
2017,1,Q1,2017Q1,China,Solar,Asset finance investments, 64.31 
2016,7,Q3,2016Q3,China,Solar,Asset finance investments, 12.34 
2017,1,Q1,2017Q1,China,Solar,Asset finance investments, 21.26 
2018,1,Q1,2018Q1,China,Solar,Asset finance investments, 41.85 
2014,6,Q2,2014Q2,China,Solar,Corporate finance investments, 10.20 
2011,10,Q4,2011Q4,China,Solar,Corporate finance investments," 1,067.84 "
2007,7,Q3,2007Q3,China,Clean Energy (Other),Corporate finance investments, 122.51 
2015,12,Q4,2015Q4,China,Solar,Asset finance investments, 81.60 
2015,12,Q4,2015Q4,China,Wind,Asset finance investments, 23.43 
2011,12,Q4,2011Q4,China,Solar,Corporate finance investments, 19.18 
2012,5,Q2,2012Q2,China,Biomass & waste,Corporate finance investments, 20.09 
2015,12,Q4,2015Q4,China,Solar,Asset finance investments, 32.64 
2013,6,Q2,2013Q2,China,Wind,Asset finance investments, 30.50 
2013,6,Q2,2013Q2,China,Wind,Corporate finance investments, 30.50 
2007,3,Q1,2007Q1,China,Biofuels,FALSE, 135.52 
2017,4,Q2,2017Q2,China,Solar,Asset finance investments, 16.65 
2006,11,Q4,2006Q4,China,Clean Energy (Other),VC/PE investments, 3.89 
2011,8,Q3,2011Q3,China,Wind,Corporate finance investments, 50.45 
2010,10,Q4,2010Q4,China,Wind,Asset finance investments, 25.77 
2010,10,Q4,2010Q4,China,Biomass & waste,FALSE, 97.04 
2009,2,Q1,2009Q1,China,Wind,Corporate finance investments, 161.88 
2012,6,Q2,2012Q2,China,Wind,Corporate finance investments, 8.45 
2009,4,Q2,2009Q2,China,Wind,FALSE, 118.52 
2009,12,Q4,2009Q4,China,Wind,FALSE, 122.13 
2010,10,Q4,2010Q4,China,Wind,FALSE, 135.52 
2014,7,Q3,2014Q3,China,Small hydro,VC/PE investments, 337.02 
2010,7,Q3,2010Q3,China,Small Hydro,Asset finance investments, 63.03 
2010,9,Q3,2010Q3,China,Small Hydro,Asset finance investments, 37.20 
2016,2,Q1,2016Q1,China,Solar,Asset finance investments, 123.42 
2015,2,Q1,2015Q1,China,Solar,Asset finance investments, 33.29 
2016,6,Q2,2016Q2,China,Wind,VC/PE investments, 262.92 
2016,6,Q2,2016Q2,China,Solar,Asset finance investments, 37.03 
2016,1,Q1,2016Q1,China,Solar,Asset finance investments, 123.42 
2015,1,Q1,2015Q1,China,Solar,Asset finance investments, 326.40 
2016,1,Q1,2016Q1,China,Solar,Asset finance investments, 469.00 
2015,12,Q4,2015Q4,China,Solar,Asset finance investments, 28.78 
2016,9,Q3,2016Q3,China,Solar,Asset finance investments, 25.92 
2010,8,Q3,2010Q3,China,Solar,Corporate finance investments, 53.38 
2017,9,Q3,2017Q3,China,Solar,Asset finance investments, 17.01 
2017,9,Q3,2017Q3,China,Solar,Asset finance investments, 15.94 
2017,8,Q3,2017Q3,China,Solar,Asset finance investments, 77.38 
2017,9,Q3,2017Q3,China,Solar,Asset finance investments, 25.08 
2017,9,Q3,2017Q3,China,Solar,Asset finance investments, 25.08 
2010,10,Q4,2010Q4,China,Wind,Corporate finance investments, 80.78 
2010,5,Q2,2010Q2,China,Small Hydro,Asset finance investments, 6.10 
2014,10,Q4,2014Q4,China,Solar,Asset finance investments, 20.48 
2015,1,Q1,2015Q1,China,Solar,Asset finance investments, 32.31 
2016,12,Q4,2016Q4,China,Solar,Asset finance investments, 24.68 
2014,1,Q1,2014Q1,China,Wind,Asset finance investments, 995.25 
2010,12,Q4,2010Q4,China,Wind,Asset finance investments, 52.76 
2010,3,Q1,2010Q1,China,Wind,Asset finance investments, 148.81 
2013,6,Q2,2013Q2,China,Solar,Asset finance investments, 114.24 
2016,1,Q1,2016Q1,China,Solar,Asset finance investments, 123.42 
2016,10,Q4,2016Q4,China,Solar,Asset finance investments, 24.68 
2015,1,Q1,2015Q1,China,Solar,Asset finance investments, 32.64 
2008,4,Q2,2008Q2,China,Biofuels,Corporate finance investments, 24.77 
2007,6,Q2,2007Q2,China,Biomass & waste,Corporate finance investments, 9.79 
2008,5,Q2,2008Q2,China,Clean Energy (Other),Corporate finance investments, 0.32 
2014,5,Q2,2014Q2,China,Wind,Asset finance investments, 7.35 
2014,6,Q2,2014Q2,China,Wind,Asset finance investments, 0.66 
2015,5,Q2,2015Q2,China,Wind,FALSE, 142.09 
2009,7,Q3,2009Q3,China,Wind,FALSE, 81.63 
2017,6,Q2,2017Q2,China,Solar,Asset finance investments, 19.20 
2016,11,Q4,2016Q4,China,Solar,Asset finance investments, 61.71 
2016,11,Q4,2016Q4,China,Solar,Asset finance investments, 5.10 
2014,8,Q3,2014Q3,China,Solar,Asset finance investments, 326.40 
2016,10,Q4,2016Q4,China,Clean Energy (Other),Corporate finance investments, 33.07 
2010,7,Q3,2010Q3,China,Wind,Asset finance investments, 14.35 
2009,1,Q1,2009Q1,China,Wind,Asset finance investments, 84.18 
2010,7,Q3,2010Q3,China,Wind,Asset finance investments, 14.35 
2009,1,Q1,2009Q1,China,Wind,Asset finance investments, 84.18 
2017,12,Q4,2017Q4,China,Wind,Asset finance investments, 0.55 
2017,12,Q4,2017Q4,China,Wind,Asset finance investments, 0.55 
2017,12,Q4,2017Q4,China,Wind,Asset finance investments, 36.71 
2017,12,Q4,2017Q4,China,Wind,Asset finance investments, 1.58 
2017,12,Q4,2017Q4,China,Wind,Asset finance investments, 3.63 
2017,12,Q4,2017Q4,China,Wind,Asset finance investments, 36.71 
2017,12,Q4,2017Q4,China,Wind,Asset finance investments, 0.73 
2017,12,Q4,2017Q4,China,Wind,Asset finance investments, 36.71 
2006,4,Q2,2006Q2,China,Wind,Asset finance investments, 40.72 
2010,5,Q2,2010Q2,China,Biomass & Waste,Asset finance investments, 11.12 
2015,2,Q1,2015Q1,China,Solar,Asset finance investments, 16.65 
2015,2,Q1,2015Q1,China,Solar,Asset finance investments, 16.65 
2010,11,Q4,2010Q4,China,Wind,Asset finance investments, 106.28 
2009,7,Q3,2009Q3,China,Solar,Corporate finance investments, 85.03 
2011,9,Q3,2011Q3,China,Wind,Corporate finance investments, 12.04 
2014,10,Q4,2014Q4,China,Solar,Asset finance investments, 1.63 
2008,4,Q2,2008Q2,China,Wind,Asset finance investments, 34.28 
2015,3,Q1,2015Q1,China,Clean Energy (Other),VC/PE investments, 3.20 
2010,12,Q4,2010Q4,China,Wind,VC/PE investments, 32.95 
2008,1,Q1,2008Q1,China,Wind,Corporate finance investments, 92.69 
2011,3,Q1,2011Q1,China,Wind,Corporate finance investments, 7.45 
2009,8,Q3,2009Q3,China,Wind,Corporate finance investments, 27.95 
2011,12,Q4,2011Q4,China,Wind,Corporate finance investments, 9.28 
2009,9,Q3,2009Q3,China,Wind,Asset finance investments, 77.70 
2015,9,Q3,2015Q3,China,Solar,Asset finance investments, 39.07 
2015,9,Q3,2015Q3,China,Biomass & Waste,Asset finance investments, 34.23 
2008,6,Q2,2008Q2,China,Wind,Asset finance investments, 4.30 
2008,1,Q1,2008Q1,China,Wind,Asset finance investments, 3.08 
2014,9,Q3,2014Q3,China,Wind,Corporate finance investments, 46.21 
2007,8,Q3,2007Q3,China,Wind,Corporate finance investments, 289.72 
2016,4,Q2,2016Q2,China,Solar,Asset finance investments, 61.07 
